TargetName,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12
CNST,135.1,128.18,135.5,119.49,99.53,119.21,80.37,97.44,100.79,157.23,102.82,76.43
PIGN,159.39,218.38,174.39,150.12,166.97,135.03,162.63,157.41,166.52,186.85,154.23,124.55
F8A2,183.67,200.97,208.89,186.13,218.05,250.02,230.71,256.35,241.02,200.53,204.25,227.87
RASL10B,127.94,91.78,115.43,157.19,135.54,154.02,142.77,158.91,162.14,159.51,100.04,130.21
BBS10,74.09,72.79,87.2,83.47,111.97,129.76,80.37,88.45,92.02,134.44,80.59,137.29
BYSL,202.34,189.89,216.11,240.66,164.36,177.23,173.03,196.39,205.96,198.25,172.29,155.69
THG1L,110.2,118.68,88.14,118.14,132.92,119.21,127.65,113.94,157.76,157.23,162.57,161.35
RFC1,171.53,162.99,176.27,174.02,149.29,143.47,125.75,130.43,109.55,173.18,113.94,147.2
MPP1,130.43,117.1,119.5,105.69,95.6,102.33,109.68,82.45,135.85,164.07,77.81,97.66
ZBTB4,46.38,68.04,52.69,40.05,40.6,28.48,44.44,43.48,21.91,116.21,45.85,39.63
MSS51,58.21,49.06,55.52,51.83,84.47,96,92.66,100.44,83.26,127.61,91.7,63.69
ZNF239,101.17,107.61,88.14,98.28,110.01,108.66,102.12,122.93,144.61,166.35,104.21,77.84
CCDC149,53.23,45.89,58.34,42.41,73.34,74.9,69.97,73.46,78.88,136.72,66.69,75.01
TWIST2,103.66,101.28,116.05,119.49,75.96,73.85,76.59,74.96,100.79,139,58.36,75.01
MED17,106.78,104.44,118.25,118.82,129.65,126.59,134.26,178.4,153.37,173.18,152.84,140.12
HDDC2,196.43,174.07,167.49,188.83,178.76,169.85,183.43,173.9,258.55,184.58,195.91,189.66
ANKRD46,142.57,169.32,153.38,159.21,163.7,177.23,148.45,155.91,214.72,175.46,218.14,158.52
SLC35F6,127.63,121.85,111.35,119.15,129,169.85,156.96,155.91,157.76,189.13,159.79,162.76
MROH1,82.18,93.36,93.78,83.47,97.57,103.39,96.44,119.93,131.46,168.62,108.38,116.06
RAE1,168.72,175.65,166.86,185.8,157.81,148.75,150.34,130.43,170.9,205.08,127.83,127.38
DPCD,114.25,98.11,119.82,103.67,112.63,110.77,99.28,107.94,122.7,182.3,126.44,84.92
RARA,104.6,121.85,93.47,98.28,90.36,98.11,83.21,101.94,65.73,164.07,109.77,89.17
NAV2,85.61,74.37,81.24,68.66,93.64,97.06,78.48,82.45,113.94,157.23,75.03,99.07
ZNF343,90.59,96.53,88.76,86.17,140.13,116.05,131.43,121.43,157.76,150.39,119.49,118.89
NUCB2,143.2,199.39,145.85,180.75,126.38,131.87,113.46,127.43,153.37,159.51,154.23,137.29
N4BP2L2,143.2,139.25,152.75,140.36,172.87,152.97,181.54,149.92,148.99,134.44,219.53,172.67
ZNF7,92.77,107.61,90.33,104.01,132.27,129.76,132.37,112.44,131.46,177.74,140.34,134.46
RIC8B,132.92,126.59,130.79,142.38,138.82,135.03,132.37,143.92,179.67,202.81,127.83,169.84
FAM200A,88.1,83.87,91.27,90.88,101.49,119.21,101.17,107.94,118.32,173.18,122.27,99.07
DENND4A,87.48,85.45,93.47,82.8,121.14,108.66,119.14,125.93,140.23,164.07,120.88,111.81
IPP,154.4,159.83,169.37,140.69,200.37,177.23,189.1,221.87,153.37,198.25,176.46,152.86
CYP4Z1,207.95,185.15,213.6,209.7,221.98,240.53,231.65,218.88,280.46,198.25,230.65,233.53
DALRD3,182.42,150.33,162.16,149.11,141.44,130.81,109.68,130.43,192.81,180.02,147.28,142.95
WHAMM,56.97,63.3,56.14,67.65,73.34,89.67,81.31,88.45,127.08,120.77,52.8,87.75
HPS1,143.82,147.17,168.12,172.67,187.93,209.94,197.61,212.88,188.43,177.74,202.86,215.13
GRM8,116.43,139.25,105.7,122.52,89.71,94.95,87.93,76.46,105.17,157.23,102.82,79.26
PRDM15,84.36,93.36,84.37,78.76,109.35,109.72,106.84,121.43,78.88,164.07,111.16,87.75
KLF12,156.27,155.08,175.33,158.53,119.17,111.83,115.35,121.43,140.23,170.9,112.55,117.47
SERINC2,117.05,161.41,112.6,125.88,102.8,94.95,107.79,89.95,122.7,170.9,113.94,118.89
TMEM94,94.63,110.77,113.54,132.28,90.36,102.33,88.88,106.44,92.02,175.46,113.94,97.66
TMEM138,136.04,123.43,127.03,143.39,172.87,162.46,161.68,164.91,184.05,191.41,136.17,189.66
LDHAL6A,91.21,98.11,110.09,107.04,123.1,136.09,136.16,121.43,162.14,173.18,119.49,120.3
ZNF449,164.05,207.3,151.18,167.96,155.19,193.06,157.9,193.39,223.49,202.81,177.85,155.69
NDUFS1,149.11,118.68,177.22,156.85,149.95,179.34,181.54,172.4,188.43,216.48,170.9,165.6
DCTD,183.98,200.97,168.12,149.45,165.66,198.33,173.03,205.38,188.43,148.12,170.9,124.55
MAEA,202.97,223.12,219.25,197.58,181.38,198.33,159.79,191.89,153.37,154.95,184.8,161.35
TMOD2,54.79,55.39,59.28,59.58,92.98,84.4,79.42,89.95,113.94,134.44,83.37,84.92
ATP6V0A2,113.31,107.61,106.64,127.9,158.46,165.63,173.03,164.91,135.85,166.35,145.89,137.29
DMRTC1B,40.78,63.3,40.78,49.82,83.81,81.23,86.04,74.96,74.5,129.89,83.37,79.26
ABCA3,95.57,72.79,90.33,78.43,98.22,83.34,99.28,92.95,113.94,166.35,90.31,86.34
ITPKC,69.73,56.97,61.16,60.59,60.24,93.89,79.42,82.45,105.17,141.28,83.37,92
LRRC27,107.71,121.85,127.66,113.43,163.05,162.46,171.14,167.9,157.76,166.35,166.73,127.38
BBIP1,113.62,94.95,121.38,148.1,124.41,126.59,122.92,130.43,166.52,184.58,126.44,117.47
ZBTB16,120.78,90.2,128.29,139.01,93.64,90.73,83.21,82.45,100.79,157.23,126.44,101.9
ANAPC13,259,238.95,224.58,277.69,206.92,233.15,200.45,220.38,205.96,211.92,258.44,233.53
SENP5,221.64,170.9,210.15,236.29,213.47,208.88,236.38,220.38,241.02,198.25,255.66,253.35
GCC1,66,61.72,62.73,78.09,95.6,94.95,93.61,118.43,78.88,145.84,86.15,97.66
E2F5,109.27,99.69,116.37,101.99,117.21,129.76,126.7,125.93,166.52,175.46,134.78,152.86
PIGL,166.86,199.39,169.37,189.16,185.96,173.01,191.94,194.89,219.11,218.76,241.77,229.29
SPIDR,129.81,145.58,133.93,135.31,130.31,133.98,131.43,149.92,135.85,200.53,169.51,188.24
LRFN3,85.3,90.2,83.75,108.72,85.78,82.29,95.5,107.94,122.7,168.62,93.09,101.9
RALGDS,309.12,267.43,273.51,265.91,311.03,317.54,311.08,349.3,293.6,316.74,300.12,287.32
CSNK1G1,96.19,88.62,90.65,85.16,127.69,107.61,120.08,98.94,157.76,152.67,129.22,114.64
ETFA,199.54,193.06,170.32,148.44,227.22,189.89,235.43,220.38,192.81,207.36,180.63,198.15
BACE1,152.23,158.24,123.27,126.22,130.96,145.58,136.16,131.93,188.43,195.97,133.39,125.97
BHLHE22,84.98,55.39,52.07,59.58,55.66,83.34,43.49,89.95,74.5,129.89,48.63,62.28
NIPSNAP1,195.81,172.49,193.84,193.54,173.52,162.46,171.14,175.4,148.99,223.31,233.43,191.07
UNC50,185.85,227.87,184.12,210.37,205.61,163.52,202.34,187.39,135.85,191.41,182.02,165.6
RINL,129.19,102.86,134.87,129.59,152.57,126.59,150.34,139.42,166.52,186.85,180.63,131.63
SYNGR1,165.92,164.57,159.34,163.58,140.78,138.2,152.23,128.93,201.58,189.13,200.08,188.24
MBOAT1,93.08,83.87,87.82,80.78,141.44,138.2,117.24,115.43,109.55,157.23,119.49,103.32
B3GALNT2,139.46,159.83,146.48,138.67,98.87,125.54,144.66,101.94,135.85,175.46,106.99,106.15
RTEL1,74.4,80.7,77.47,83.14,106.73,104.44,90.77,107.94,96.41,166.35,105.6,96.24
PSME3IP1,93.7,91.78,79.35,94.58,102.15,110.77,101.17,110.94,96.41,173.18,95.87,80.67
DPY19L4,77.2,94.95,86.88,79.44,79.23,91.78,86.99,86.95,92.02,166.35,113.94,90.58
WIPF2,245.61,200.97,260.33,259.51,213.47,210.99,198.56,250.36,192.81,209.64,213.98,219.38
SMARCAD1,144.44,142.42,154.95,160.22,113.94,111.83,92.66,140.92,144.61,134.44,98.65,93.41
ZNF287,81.56,90.2,92.53,102.32,136.2,125.54,127.65,121.43,100.79,168.62,125.05,128.8
URGCP,103.04,94.95,107.9,96.6,87.74,84.4,83.21,97.44,61.35,159.51,80.59,73.6
PELO,115.18,134.51,110.41,123.19,146.68,126.59,122.92,161.91,166.52,184.58,168.12,158.52
TTK,164.05,132.92,165.61,179.4,191.2,210.99,184.38,211.38,157.76,175.46,212.59,193.9
ZZEF1,178.37,205.72,175.65,219.12,191.86,218.38,187.21,208.38,153.37,246.1,193.13,186.83
FAM83D,152.85,126.59,145.54,140.36,140.78,140.31,158.85,167.9,192.81,195.97,147.28,113.23
PPOX,100.86,85.45,103.51,89.2,92.98,82.29,104.95,97.44,87.64,173.18,88.93,87.75
NLRP2,132.3,132.92,118.88,125.55,111.97,78.07,103.06,79.45,87.64,148.12,80.59,89.17
OIP5,68.8,64.88,64.3,78.43,92.98,89.67,88.88,85.45,105.17,154.95,91.7,76.43
C12orf43,93.39,109.19,95.66,92.56,122.45,119.21,117.24,145.42,118.32,180.02,127.83,124.55
WASHC4,188.96,231.04,188.82,182.43,161.74,231.04,183.43,196.39,175.29,230.15,177.85,171.26
MBOAT7,104.29,128.18,115.74,132.28,105.42,104.44,102.12,112.44,113.94,173.18,90.31,75.01
ZNF550,82.18,71.21,72.77,79.1,84.47,67.52,74.7,85.45,74.5,154.95,80.59,56.61
SLC25A38,103.97,83.87,94.72,103.67,140.78,146.64,125.75,151.41,127.08,157.23,127.83,148.61
HAGH,120.16,107.61,118.56,102.66,139.47,102.33,124.81,101.94,122.7,191.41,126.44,125.97
CCDC74A,158.76,120.27,146.48,139.01,98.22,125.54,106.84,104.94,148.99,182.3,137.56,127.38
SLAIN1,104.6,109.19,106.02,86.5,127.69,119.21,149.39,116.93,74.5,150.39,83.37,92
PATJ,122.96,96.53,114.8,97.95,115.25,99.17,113.46,110.94,166.52,170.9,115.32,110.4
SLC25A33,125.14,102.86,127.03,150.46,136.85,156.13,167.36,158.91,188.43,161.79,155.62,116.06
ZNF316,138.53,175.65,157.46,139.35,166.97,194.11,172.09,196.39,210.34,200.53,145.89,165.6
SLC41A3,241.26,234.2,270.06,253.12,241.62,224.71,245.84,230.87,306.75,214.2,227.87,239.19
FAM174B,116.43,109.19,118.88,107.04,102.15,99.17,111.57,122.93,109.55,189.13,94.48,117.47
CYP1B1,64.75,77.54,57.4,58.9,89.71,83.34,93.61,86.95,118.32,143.56,93.09,84.92
PAQR6,81.25,83.87,84.69,60.25,92.98,101.28,114.41,85.45,118.32,157.23,91.7,103.32
MMP11,106.15,131.34,107.58,115.79,89.05,90.73,73.75,101.94,52.59,143.56,88.93,93.41
UTP14C,124.21,132.92,106.64,116.46,103.46,101.28,121.97,103.44,83.26,168.62,100.04,75.01
ISCA2,148.18,126.59,136.75,155.17,149.95,146.64,148.45,152.91,127.08,221.03,163.96,144.37
SLC39A13,120.47,140.84,149.3,129.25,155.19,149.8,173.98,191.89,140.23,166.35,176.46,199.56
PTPRM,137.91,137.67,122.64,141.7,109.35,105.5,96.44,76.46,109.55,168.62,127.83,108.98
ARIH2OS,59.77,50.64,53.01,49.82,87.74,103.39,86.99,67.46,83.26,132.17,87.54,86.34
GDPD1,68.8,56.97,77.16,90.21,102.8,106.55,113.46,88.45,109.55,127.61,112.55,141.53
NDOR1,85.3,64.88,79.35,79.1,108.04,111.83,124.81,109.44,105.17,157.23,93.09,100.49
COX14,246.86,205.72,222.38,256.14,213.47,258.46,214.63,260.85,184.05,205.08,220.92,226.46
PPARD,46.38,56.97,47.05,55.2,66.13,53.8,69.02,88.45,48.2,132.17,70.86,50.95
MFSD11,111.76,134.51,115.11,164.26,165.01,156.13,137.1,152.91,127.08,154.95,166.73,196.73
RPP40,82.49,68.04,90.33,65.63,109.35,120.27,103.06,110.94,100.79,157.23,98.65,93.41
HPF1,200.79,191.47,183.8,195.89,206.92,221.54,224.09,205.38,214.72,152.67,148.67,178.33
KLHL24,130.75,106.02,146.48,121.17,125.07,112.88,129.54,91.45,131.46,177.74,168.12,120.3
MAFB,127.32,150.33,118.25,182.77,167.63,200.44,171.14,166.41,188.43,168.62,140.34,154.27
ARHGEF10L,58.21,50.64,55.52,67.65,75.96,67.52,80.37,74.96,74.5,145.84,75.03,62.28
DDX51,160.63,150.33,163.1,171.32,194.48,182.51,202.34,215.88,162.14,207.36,225.09,196.73
KLHL23,203.9,183.56,155.89,229.55,195.79,174.07,184.38,163.41,135.85,164.07,170.9,167.01
ZNF285,89.03,74.37,104.13,93.24,108.7,135.03,116.3,116.93,131.46,166.35,132,118.89
SMCHD1,174.33,186.73,195.72,154.16,153.88,188.84,138.05,166.41,113.94,157.23,150.06,133.04
FAM229B,93.08,98.11,86.26,114.44,90.36,102.33,78.48,104.94,135.85,168.62,112.55,114.64
RPUSD1,71.6,93.36,84.06,93.57,114.59,94.95,115.35,95.95,118.32,166.35,126.44,108.98
IL17RA,98.37,155.08,90.33,115.11,121.14,103.39,98.33,119.93,122.7,175.46,109.77,111.81
EPM2A,95.57,66.46,87.51,81.12,116.55,121.32,111.57,145.42,113.94,150.39,101.43,113.23
ZNF519,214.48,246.86,217.68,291.49,256.68,274.29,260.96,236.87,258.55,236.99,287.62,244.85
ASB7,58.84,68.04,73.71,79.1,94.95,88.62,101.17,130.43,113.94,141.28,98.65,94.83
GNB1L,60.08,91.78,59.28,92.23,104.77,99.17,126.7,112.44,100.79,148.12,100.04,101.9
MTCP1,195.5,147.17,164.36,166.61,123.76,138.2,124.81,115.43,109.55,141.28,127.83,141.53
YARS2,65.06,71.21,73.4,66.31,102.8,118.16,92.66,85.45,100.79,150.39,102.82,97.66
VPS37A,99.93,102.86,93.47,103.67,130.31,125.54,132.37,124.43,153.37,164.07,158.4,150.03
NOL11,197.67,226.29,181.92,241.67,206.92,185.67,198.56,224.87,157.76,180.02,170.9,193.9
RAB9A,171.21,188.31,164.67,188.83,161.08,176.18,158.85,173.9,162.14,246.1,154.23,169.84
DUSP22,88.41,99.69,91.9,81.45,129,104.44,127.65,119.93,153.37,159.51,109.77,108.98
CEP350,126.7,131.34,138.01,111.07,100.18,98.11,119.14,110.94,122.7,186.85,98.65,107.57
NCKAP5L,84.67,115.52,88.14,95.59,122.45,129.76,128.59,127.43,148.99,170.9,130.61,120.3
ZKSCAN5,98.68,90.2,93.16,95.59,134.89,152.97,156.01,131.93,148.99,143.56,129.22,124.55
DMWD,213.86,254.77,232.73,260.52,201.68,231.04,218.42,242.86,179.67,207.36,191.74,225.04
FOXK2,168.41,175.65,175.33,252.11,207.57,207.83,203.29,164.91,179.67,173.18,190.36,198.15
RPL10L,158.45,147.17,157.46,155.5,130.31,135.03,140.88,121.43,210.34,175.46,141.72,125.97
METTL6,125.76,151.91,122.33,131.94,155.84,162.46,173.03,184.4,201.58,175.46,143.11,141.53
DYRK1B,183.36,161.41,220.19,163.25,163.05,209.94,156.96,172.4,140.23,205.08,188.97,159.93
FHIP2B,155.03,200.97,161.53,148.44,171.56,162.46,191,142.42,131.46,186.85,207.03,192.49
KRTAP12-2,91.21,106.02,84.37,94.24,129,122.38,119.14,131.93,162.14,159.51,122.27,130.21
TMEM109,159.7,147.17,185.68,133.96,183.34,177.23,170.19,197.89,135.85,157.23,113.94,165.6
PPM1M,177.44,147.17,176.27,169.64,129.65,174.07,148.45,142.42,127.08,211.92,152.84,138.7
ASRGL1,66.93,74.37,68.38,74.72,112.63,110.77,119.14,109.44,83.26,145.84,80.59,92
STAM2,91.21,72.79,86.26,71.36,85.78,73.85,74.7,74.96,43.82,150.39,80.59,84.92
ZDHHC17,128.88,140.84,136.13,136.32,149.95,144.53,126.7,149.92,140.23,218.76,126.44,142.95
C8orf74,136.66,153.5,136.75,151.47,157.81,176.18,189.1,196.39,201.58,198.25,187.58,193.9
MLH3,90.59,104.44,99.12,95.25,83.16,85.45,93.61,83.95,140.23,159.51,83.37,83.51
FBN2,145.38,156.66,116.68,95.25,107.39,97.06,105.9,92.95,109.55,145.84,93.09,79.26
ODF2L,136.97,112.35,129.23,125.21,100.84,105.5,89.82,115.43,144.61,177.74,106.99,96.24
FXN,133.24,112.35,114.8,113.09,138.16,89.67,154.12,143.92,162.14,168.62,163.96,141.53
SLC35E1,139.15,132.92,143.03,167.62,168.28,159.3,177.76,155.91,227.87,175.46,154.23,161.35
C9orf116,79.38,66.46,65.55,72.37,84.47,103.39,105.9,88.45,74.5,154.95,77.81,93.41
GPX8,96.5,120.27,106.33,101.99,113.94,135.03,119.14,115.43,144.61,189.13,126.44,114.64
PTPN4,89.03,121.85,101,99.29,118.52,141.36,132.37,128.93,92.02,175.46,136.17,110.4
TMEM161A,184.29,208.88,190.39,188.83,239.66,240.53,240.16,241.36,192.81,193.69,208.42,243.44
PSPH,183.04,210.46,167.81,180.75,239,232.09,221.25,230.87,227.87,214.2,184.8,230.7
ZNF501,69.73,90.2,83.75,86.17,110.01,110.77,87.93,103.44,92.02,168.62,95.87,94.83
TSC22D4,138.22,131.34,166.24,168.29,198.4,212.05,196.67,188.89,157.76,184.58,187.58,162.76
CENPW,174.33,148.75,149.3,165.94,127.69,145.58,141.83,115.43,135.85,191.41,109.77,118.89
KIF14,179.93,185.15,182.86,138.67,152.57,162.46,156.01,160.41,131.46,209.64,132,137.29
ATE1,89.03,93.36,92.84,80.44,110.66,117.1,92.66,112.44,100.79,175.46,93.09,101.9
SLC25A14,138.53,134.51,138.64,142.38,130.96,144.53,117.24,169.4,109.55,200.53,122.27,124.55
MANEA,183.04,180.4,193.84,168.63,159.77,144.53,156.01,143.92,192.81,223.31,145.89,154.27
TXNRD2,155.34,216.79,175.02,135.65,147.99,124.48,155.07,166.41,127.08,161.79,161.18,144.37
PLPP5,120.16,137.67,120.44,136.32,130.96,137.14,143.72,151.41,131.46,175.46,166.73,203.81
ATG4B,248.11,288,272.57,271.63,253.41,291.17,279.87,299.83,245.4,211.92,257.05,281.65
UVSSA,150.98,199.39,172.82,185.8,199.06,209.94,197.61,154.41,144.61,170.9,213.98,154.27
CASP3,122.96,121.85,102.57,102.32,163.7,151.91,161.68,166.41,144.61,175.46,145.89,151.44
MASP1,109.27,94.95,78.1,67.65,53.04,49.58,59.57,68.96,65.73,134.44,72.25,67.94
MAP7D2,61.01,69.63,70.57,68.66,74.65,68.57,78.48,65.96,105.17,145.84,69.47,55.2
DIDO1,207.95,175.65,212.66,216.43,209.54,195.17,174.92,173.9,148.99,177.74,151.45,154.27
SH3GLB1,216.66,216.79,194.15,204.31,157.15,242.64,188.16,191.89,210.34,239.26,219.53,178.33
TIGD5,93.39,91.78,98.49,88.52,128.34,138.2,156.01,133.42,135.85,152.67,144.5,133.04
TTYH2,106.46,112.35,105.07,131.27,117.21,161.41,140.88,122.93,157.76,186.85,127.83,130.21
ATP6V1A,169.66,155.08,165.61,141.03,162.39,121.32,147.5,122.93,192.81,202.81,143.11,148.61
SLC30A5,137.28,145.58,141.15,154.83,134.89,121.32,130.48,110.94,100.79,198.25,125.05,125.97
IFI27L2,158.76,129.76,132.99,195.89,116.55,142.42,116.3,116.93,122.7,127.61,125.05,101.9
CTDSPL,148.18,121.85,155.26,144.4,111.97,138.2,106.84,101.94,170.9,173.18,112.55,121.72
ING4,230.36,172.49,235.24,230.9,219.36,201.5,183.43,203.88,245.4,200.53,193.13,247.69
CUL4A,139.77,193.06,154.63,148.44,170.9,166.68,159.79,175.4,92.02,159.51,152.84,142.95
SERAC1,63.19,88.62,58.65,65.97,106.73,111.83,105.9,104.94,122.7,134.44,109.77,117.47
IFT81,176.82,153.5,196.66,179.07,127.69,158.24,143.72,137.92,118.32,175.46,129.22,135.87
DCAF17,99.3,74.37,91.59,83.81,141.44,137.14,121.03,113.94,96.41,157.23,116.71,107.57
TP53BP2,219.47,213.63,210.15,211.04,180.07,197.28,177.76,182.9,170.9,221.03,184.8,137.29
PPP2R5E,143.2,150.33,124.52,106.7,107.39,105.5,88.88,140.92,118.32,143.56,75.03,90.58
AKAP9,166.86,181.98,187.88,175.03,134.23,157.19,139.94,115.43,166.52,180.02,132,125.97
NOC3L,123.27,136.09,131.11,138.34,121.79,122.38,97.39,119.93,87.64,182.3,100.04,106.15
ZDHHC6,174.33,117.1,165.92,171.66,141.44,130.81,127.65,107.94,118.32,177.74,132,128.8
STX7,182.11,178.82,190.08,179.4,154.53,159.3,165.47,191.89,236.64,180.02,154.23,141.53
GORASP1,90.59,88.62,93.78,90.54,106.73,114.99,142.77,127.43,127.08,170.9,119.49,125.97
RHBDD1,105.84,99.69,116.05,121.85,144.71,130.81,124.81,125.93,135.85,198.25,129.22,128.8
DCLK2,191.14,229.45,168.12,185.12,138.16,205.72,152.23,187.39,175.29,175.46,158.4,195.32
TYK2,221.02,240.53,185.06,241.33,213.47,178.29,228.82,199.39,179.67,173.18,198.69,226.46
PLAA,69.42,66.46,62.42,77.75,110.66,91.78,96.44,79.45,131.46,136.72,94.48,113.23
EGFL8,62.57,83.87,62.1,47.8,94.29,108.66,74.7,88.45,74.5,141.28,101.43,84.92
ZNF584,79.38,83.87,79.98,85.83,98.22,106.55,97.39,112.44,118.32,166.35,112.55,80.67
CALCA,58.52,39.56,50.18,45.44,64.83,56.97,64.3,70.46,92.02,132.17,80.59,69.35
NAPA,146.62,132.92,106.02,151.47,110.66,92.84,127.65,100.44,74.5,132.17,80.59,116.06
HPDL,64.75,61.72,80.61,75.73,64.83,81.23,65.24,73.46,127.08,134.44,59.75,72.18
PELI2,78.45,63.3,94.1,64.63,98.87,105.5,105.9,113.94,105.17,152.67,119.49,114.64
RB1CC1,133.86,140.84,137.38,131.61,93.64,86.51,90.77,95.95,92.02,150.39,115.32,147.2
UBE2E2,127.94,104.44,165.92,141.37,119.17,119.21,121.03,107.94,170.9,180.02,132,134.46
SLC7A8,187.09,196.22,142.09,134.97,184,207.83,190.05,151.41,214.72,182.3,176.46,185.41
DGKI,144.44,167.74,157.14,131.94,108.7,131.87,136.16,127.43,175.29,186.85,133.39,108.98
WDR48,126.08,125.01,143.03,136.99,163.7,195.17,156.01,179.9,131.46,170.9,162.57,192.49
LRIF1,67.24,58.55,69.95,86.17,115.25,100.22,98.33,116.93,113.94,145.84,105.6,90.58
ZFP64,82.81,96.53,79.67,82.8,91.02,73.85,98.33,89.95,113.94,164.07,70.86,93.41
C14orf132,54.17,56.97,43.28,79.1,91.67,85.45,86.04,80.95,118.32,129.89,88.93,92
SLC25A17,119.85,113.94,128.6,130.26,120.48,111.83,109.68,119.93,127.08,202.81,118.1,118.89
ID4,123.59,126.59,106.96,141.37,154.53,179.34,153.17,148.42,122.7,173.18,119.49,101.9
PLAGL2,115.18,125.01,114.8,113.77,157.15,146.64,151.28,188.89,135.85,182.3,137.56,142.95
SARS2,161.56,161.41,156.51,150.79,201.68,177.23,183.43,187.39,223.49,223.31,161.18,176.92
ECM2,72.53,77.54,57.4,59.58,108.7,123.43,101.17,97.44,109.55,129.89,123.66,92
CCNQ,141.64,151.91,157.14,176.04,132.27,120.27,105.9,107.94,144.61,186.85,126.44,141.53
TMEM268,186.16,161.41,180.67,170.99,126.38,130.81,142.77,131.93,131.46,170.9,140.34,107.57
PIAS1,221.96,248.44,212.97,240.32,185.31,206.77,188.16,254.86,227.87,239.26,187.58,198.15
RPGR,44.52,56.97,49.87,45.44,75.3,91.78,72.81,73.46,113.94,118.49,84.76,59.44
GLMP,216.04,250.02,227.71,170.99,185.31,198.33,198.56,191.89,179.67,186.85,173.68,167.01
ZNF480,50.12,61.72,59.59,62.61,84.47,90.73,78.48,94.45,70.11,145.84,87.54,79.26
SLC35D1,96.5,90.2,94.1,90.21,144.71,155.08,122.92,142.42,122.7,154.95,116.71,106.15
LEO1,180.86,161.41,182.55,191.52,188.58,186.73,210.85,221.87,254.16,211.92,184.8,176.92
GPR89A,207.33,189.89,209.84,183.78,159.77,143.47,162.63,131.93,166.52,175.46,162.57,141.53
MBLAC2,107.71,110.77,129.85,109.39,106.08,93.89,106.84,98.94,131.46,184.58,93.09,110.4
WRN,116.11,150.33,114.48,118.48,98.87,118.16,92.66,91.45,96.41,152.67,162.57,99.07
PMM1,112.07,106.02,89.39,107.04,116.55,118.16,109.68,130.43,87.64,182.3,126.44,135.87
PEX5,157.52,174.07,155.26,149.78,209.54,203.61,181.54,202.39,131.46,198.25,190.36,169.84
ZNF331,139.46,150.33,119.82,196.23,115.25,142.42,116.3,140.92,140.23,182.3,137.56,125.97
ZMYND19,182.42,150.33,155.26,179.4,156.5,184.62,157.9,161.91,100.79,129.89,127.83,168.43
PTCD3,236.28,246.86,231.48,234.6,185.31,197.28,211.8,202.39,197.2,186.85,200.08,164.18
NEFH,76.27,69.63,116.99,109.05,103.46,93.89,102.12,91.45,131.46,154.95,79.2,80.67
PINK1,132.61,121.85,127.97,113.43,111.32,133.98,119.14,103.44,118.32,200.53,133.39,116.06
RMI1,142.26,90.2,108.21,120.5,78.58,97.06,78.48,92.95,43.82,109.38,84.76,79.26
PARD6G,66.31,64.88,70.57,66.98,84.47,86.51,77.53,71.96,92.02,157.23,80.59,79.26
CDKN1C,88.1,158.24,87.51,97.27,86.43,87.56,95.5,97.44,122.7,148.12,115.32,89.17
GON7,96.81,71.21,95.98,107.04,121.14,129.76,113.46,148.42,105.17,166.35,119.49,113.23
NDST4,59.77,52.22,51.75,45.44,91.67,105.5,100.23,94.45,92.02,125.33,88.93,86.34
ZNF518B,102.73,74.37,103.19,110.4,108.7,94.95,86.04,89.95,131.46,170.9,104.21,118.89
ZSWIM1,94.01,69.63,79.04,90.54,101.49,96,114.41,113.94,127.08,166.35,106.99,99.07
MPDZ,77.51,109.19,87.2,93.57,115.9,137.14,104.01,142.42,127.08,164.07,118.1,100.49
NEMP2,79.69,64.88,76.85,66.98,91.02,89.67,86.99,82.45,70.11,159.51,93.09,75.01
RHBDD3,193.01,235.78,174.39,172.67,192.51,217.32,198.56,236.87,245.4,198.25,182.02,217.96
MYO9A,135.42,126.59,127.03,132.95,149.29,149.8,138.05,185.89,201.58,134.44,172.29,171.26
RBP1,147.87,155.08,122.95,167.28,134.89,127.65,149.39,104.94,92.02,180.02,129.22,130.21
WDR73,204.21,178.82,207.01,216.09,168.28,190.95,173.98,139.42,135.85,173.18,162.57,171.26
TMEM106B,171.21,185.15,173.14,156.85,135.54,155.08,122.92,154.41,131.46,193.69,134.78,116.06
POMK,188.65,194.64,175.65,179.07,126.38,137.14,113.46,142.42,153.37,150.39,155.62,147.2
NPAT,209.5,183.56,192.27,189.16,130.31,148.75,161.68,158.91,148.99,164.07,132,147.2
ELOVL1,159.39,147.17,143.34,144.06,165.01,198.33,189.1,173.9,197.2,182.3,200.08,217.96
C12orf29,188.34,166.16,176.9,164.59,202.33,228.93,199.51,248.86,188.43,214.2,191.74,182.58
AUH,125.14,125.01,126.4,123.86,164.36,165.63,166.41,179.9,153.37,202.81,151.45,158.52
AMOTL2,94.32,142.42,98.17,85.83,127.69,155.08,137.1,125.93,140.23,152.67,152.84,154.27
MYO16,40.16,37.98,48.3,58.9,82.5,81.23,92.66,82.45,70.11,127.61,62.53,69.35
