"","NT5E"
"ACCS",-0.0635649403658736
"ACD",-0.226238533022876
"ACE",0.289200969337938
"ACE2",-0.0205688956801526
"ACER3",-0.0958042683379659
"ACHE",0.129198375949754
"ACIN1",-0.221432345853172
"ACKR1",0.382175527305558
"ACKR2",0.137111933419333
"ACKR3",0.472740036722306
"ACKR4",0.134953093607826
"ACLY",0.0279954774247949
"ACO1",0.0950006815982319
"ACO2",-0.129624489232219
"ACOT11",-0.141182035853478
"ACOT13",-0.0521068975625358
"ACOT4",0.183248719963765
"ACOT7",0.0257867857653459
"ACOT8",-0.17143651590824
"ACOT9",0.467981816838687
"ACOX1",-0.107400707546817
"ACOX2",0.705039940638731
"ACOX3",-0.137259644870936
"ACOXL",0.103311160864643
"ACP1",-0.346610868660239
"ACP2",0.457041379650441
"ACP5",0.508623278140301
"ACP6",-0.345285351188819
"ACPP",0.182443073349594
"ACPT",-0.239554065164811
"ACRBP",0.130341118689517
"ACRC",-0.174949794663401
"ACRV1",-0.0822741612481304
"ACSBG1",0.131725442034716
"ACSBG2",-0.260973013338328
"ACSF2",0.309685507679005
"ACSF3",-0.0976464596616328
"ACSL1",0.397181047968376
"ACSL3",0.220650479013054
"ACSL4",0.361277224193597
"ACSL5",0.58643769849692
"ACSL6",0.209737481742178
"ACSM2A",-0.013095192723137
"ACSM3",-0.295511653436807
"ACSM5",0.371070138760191
"ACSS1",0.0618504463617148
"ACSS2",-0.228294679056444
"ACSS3",0.103531569128983
"ACTA1",0.191178133009497
"ACTA2",0.707646961731638
"ACTA2-AS1",0.444158830772058
"ACTB",0.44336506159853
"ACTC1",0.347910750234764
"ACTG1P17",-0.227877519706665
"ACTG2",0.352329891092126
"ACTL10",-0.0336247859311361
"ACTL6A",-0.217071759305953
"ACTL6B",0.0928393438743749
"ACTL9",0.139073769331648
"ACTN1",0.614474188424491
"ACTN2",-0.133080478673179
"ACTN3",0.124928224401201
"ACTN4",0.344329654689914
"ACTR10",-0.283977830415693
"ACTR1A",0.343650227949759
"ACTR1B",-0.177628107130136
"ACTR2",0.169186845005644
"ACTR3",0.276965425145533
"ACTR3B",-0.337159597985645
"ACTR3BP2",0.0485327599785655
"ACTR3C",-0.262460240242512
"ACTR5",-0.228547073166994
"ACTR6",-0.529174206423672
"ACTR8",-0.108002155413014
"ACTRT3",0.190981581092239
"ACVR1",0.473407702919067
"ACVR1B",-0.335397433574952
"ACVR1C",0.122403609599242
"ACVR2A",0.0864314224756194
"ACVR2B",-0.416486120207498
"ACVR2B-AS1",0.0178706432961201
"ACVRL1",0.539597717788761
"ACY3",0.187626695787229
"ACYP1",-0.126120472784322
"ACYP2",-0.074447223278872
"ADA",0.271257371420977
"ADAD1",0.177705914325408
"ADAL",-0.312716900815888
"ADAM10",0.0776055277890905
"ADAM11",-0.224683403703581
"ADAM12",0.740642442069334
"ADAM15",0.527263394288469
"ADAM17",0.285764404585532
"ADAM18",0.0224420714675739
"ADAM19",0.690645222993912
"ADAM21",-0.0298438584178314
"ADAM22",-0.123611571351477
"ADAM23",0.301072657531012
"ADAM28",0.67312851859375
"ADAM32",-0.127706168716896
"ADAM33",0.247060300894895
"ADAM5",0.082403521207523
"ADAM6",0.0528261901154789
"ADAM8",0.240859788923288
"ADAM9",0.558455473585092
"ADAMDEC1",0.395440451234717
"ADAMTS1",0.570476819610788
"ADAMTS10",-0.0171166391168327
"ADAMTS12",0.688252348434941
"ADAMTS13",-0.354899084963625
"ADAMTS14",0.398474256332435
"ADAMTS15",0.16623444791938
"ADAMTS16",0.388823082186818
"ADAMTS17",0.0363151723829944
"ADAMTS18",0.508567029785669
"ADAMTS2",0.631159834336657
"ADAMTS20",-0.043696584742532
"ADAMTS3",0.599702266032467
"ADAMTS4",-0.0530571900426901
"ADAMTS5",0.593183836069371
"ADAMTS6",0.39808368530016
"ADAMTS7",0.518644242142204
"ADAMTS8",0.103682131050839
"ADAMTS9",0.636461849758077
"ADAMTS9-AS2",0.0831101365574079
"ADAMTSL1",0.655369586308148
"ADAMTSL2",0.383238868989048
"ADAMTSL3",0.27345182562205
"ADAMTSL4",0.44925801749439
"ADAP1",0.212189872637704
"ADAP2",0.625932997355928
"ADAR",0.00133455228209856
"ADARB1",0.396666783578593
"ADARB2",0.08889356307265
"ADARB2-AS1",-0.0293786558438129
"ADAT1",-0.0919142048315826
"ADAT2",-0.433378180048339
"ADAT3",0.0419555560477779
"ADCK1",-0.313830965824005
"ADCK2",-0.329399650927709
"ADCK3",-0.00318049969523121
"ADCK4",-0.350122048766263
"ADCK5",-0.00973323174801187
"ADCY1",0.282990264624324
"ADCY10",0.0154798235937642
"ADCY10P1",-0.307413526726525
"ADCY2",0.21550505282892
"ADCY3",0.388130230945908
"ADCY4",0.603527239305951
"ADCY5",0.0573619465924195
"ADCY6",0.172504034676428
"ADCY7",0.0989645377112823
"ADCY8",0.138887605939885
"ADCY9",0.13340198105315
"ADCYAP1",0.400510325059927
"ADCYAP1R1",0.0407099958233401
"ADD1",-0.0967167457616411
"ADD2",-0.138791134297501
"ADD3",-0.0641874618377517
"ADD3-AS1",-0.0467009385195984
"ADGRA1",-0.186131994609972
"ADGRA2",0.236509796646727
"ADGRA3",0.0711449470923886
"ADGRB1",-0.103716309070015
"ADGRB2",-0.152360211117283
"ADGRB3",0.0748899123479279
"ADGRD1",0.486978380514159
"ADGRE1",0.151975253523398
"ADGRE2",0.514348332360051
"ADGRE3",0.223247026808191
"ADGRE5",0.122133231952795
"ADGRF1",0.202203477917861
"ADGRF3",0.0594069399936621
"ADGRF4",0.0206983448480205
"ADGRF5",0.594652619409355
"ADGRG1",0.652976922933461
"ADGRG2",-0.194948195527782
"ADGRG3",0.0691929799089065
"ADGRG5",-0.0178094794140698
"ADGRG6",0.411509091017434
"ADGRG7",-0.047558886890862
"ADGRL1",-0.382746520283843
"ADGRL3",0.172682933971502
"ADGRL4",0.696091907735275
"ADGRV1",-0.0494335119555357
"ADH1A",0.115710787116867
"ADH1B",0.0589943838756719
"ADH1C",0.148484626474721
"ADH4",-0.0849710179707393
"ADH5",-0.0270043556286939
"ADH7",0.0992029886780684
"ADHFE1",0.0792837328509954
"ADI1",0.132116204645118
"ADIPOQ",0.182397516957459
"ADIPOR1",0.31491670558745
"ADIPOR2",-0.308711868308856
"ADIRF",0.58081020577699
"ADIRF-AS1",-0.183194914362567
"ADK",0.174721380227633
"ADM",0.107526932877793
"ADNP",-0.583218597925473
"ADNP2",-0.0180867509889211
